Comunidades;Edad (3 grupos de edad);Españoles/Extranjeros;Sexo;Año;Total
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Hombres;2003;18.022
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Hombres;2002;14.948
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Hombres;2001;9.679
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Hombres;2000;4.201
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Hombres;1999;2.590
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Hombres;1998;1.843
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2020;27.384
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2019;24.996
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2018;22.855
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2017;21.133
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2016;20.857
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2015;21.168
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2014;22.221
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2013;25.396
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2012;25.735
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2011;26.181
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2010;25.848
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2009;25.679
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2008;23.780
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2007;20.863
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2006;20.350
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2005;18.247
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2004;15.672
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2003;13.748
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2002;10.827
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2001;7.075
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;2000;3.366
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;1999;2.285
NAVARRA, COMUNIDAD FORAL DE;16-64 años;Extranjeros;Mujeres;1998;1.632
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2020;13,16
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2019;12,15
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2018;11,32
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2017;10,66
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2016;10,71
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2015;10,89
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2014;11,47
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2013;13,00
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2012;13,26
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2011;13,66
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2010;13,66
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2009;13,64
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2008;12,74
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2007;11,14
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2006;11,14
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2005;10,13
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2004;8,91
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2003;8,14
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2002;6,69
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2001;4,46
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;2000;2,06
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;1999;1,35
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Ambos sexos;1998;0,97
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2020;13,17
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2019;12,16
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2018;11,41
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2017;10,87
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2016;11,05
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2015;11,30
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2014;11,98
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2013;13,60
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2012;13,99
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2011;14,54
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2010;14,66
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2009;14,62
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2008;13,63
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2007;11,68
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2006;11,86
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2005;10,82
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2004;9,59
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2003;8,95
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2002;7,53
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2001;5,01
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;2000;2,24
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;1999;1,41
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Hombres;1998;1,01
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2020;13,14
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2019;12,13
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2018;11,22
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2017;10,44
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2016;10,34
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2015;10,47
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2014;10,95
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2013;12,37
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2012;12,49
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2011;12,72
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2010;12,60
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2009;12,59
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2008;11,80
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2007;10,57
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2006;10,37
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2005;9,40
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2004;8,20
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2003;7,27
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2002;5,80
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2001;3,87
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;2000;1,88
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;1999;1,29
NAVARRA, COMUNIDAD FORAL DE;16-64 años;% Extranjeros;Mujeres;1998;0,92
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2020;130.647
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2019;128.391
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2018;126.436
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2017;124.513
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2016;122.926
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2015;121.236
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2014;119.215
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2013;116.914
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2012;115.127
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2011;113.117
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2010;110.570
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2009;108.833
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2008;107.019
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2007;105.720
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2006;104.987
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2005;103.637
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2004;103.382
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2003;103.200
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2002;102.731
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2001;101.075
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;2000;99.035
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;1999;97.171
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Ambos sexos;1998;94.766
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2020;57.768
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2019;56.615
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2018;55.620
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2017;54.731
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2016;53.927
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2015;53.026
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2014;51.903
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2013;50.819
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2012;49.889
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2011;48.787
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2010;47.522
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2009;46.635
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2008;45.753
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2007;45.126
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2006;44.713
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2005;44.090
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2004;44.051
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2003;44.044
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2002;43.841
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2001;43.097
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;2000;42.139
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;1999;41.366
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Hombres;1998;40.170
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2020;72.879
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2019;71.776
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2018;70.816
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2017;69.782
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2016;68.999
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2015;68.210
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2014;67.312
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2013;66.095
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2012;65.238
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2011;64.330
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2010;63.048
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2009;62.198
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2008;61.266
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2007;60.594
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2006;60.274
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2005;59.547
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2004;59.331
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2003;59.156
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2002;58.889
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2001;57.978
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;2000;56.895
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;1999;55.805
NAVARRA, COMUNIDAD FORAL DE;65 y más;TOTAL;Mujeres;1998;54.597
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2020;128.244
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2019;126.345
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2018;124.656
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2017;122.981
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2016;121.570
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2015;119.992
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2014;118.012
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2013;115.630
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2012;113.894
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2011;111.985
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2010;109.522
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2009;107.840
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2008;106.098
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2007;104.898
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2006;104.051
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2005;102.828
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2004;102.713
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2003;102.611
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2002;102.252
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2001;100.700
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;2000;98.726
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;1999;96.903
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Ambos sexos;1998;94.523
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2020;56.823
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2019;55.790
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2018;54.902
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2017;54.088
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2016;53.381
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2015;52.521
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2014;51.409
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2013;50.287
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2012;49.389
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2011;48.332
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2010;47.099
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2009;46.237
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2008;45.392
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2007;44.789
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2006;44.348
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2005;43.768
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2004;43.774
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2003;43.808
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2002;43.640
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2001;42.937
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;2000;41.999
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;1999;41.239
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Hombres;1998;40.050
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2020;71.421
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2019;70.555
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2018;69.754
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2017;68.893
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2016;68.189
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2015;67.471
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2014;66.603
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2013;65.343
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2012;64.505
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2011;63.653
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2010;62.423
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2009;61.603
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2008;60.706
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2007;60.109
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2006;59.703
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2005;59.060
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2004;58.939
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2003;58.803
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2002;58.611
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2001;57.763
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;2000;56.726
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;1999;55.664
NAVARRA, COMUNIDAD FORAL DE;65 y más;Españoles;Mujeres;1998;54.474
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2020;2.403
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2019;2.046
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2018;1.780
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2017;1.532
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2016;1.356
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2015;1.244
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2014;1.203
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2013;1.284
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2012;1.233
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2011;1.132
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2010;1.048
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2009;993
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2008;921
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2007;822
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2006;936
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2005;809
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2004;669
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2003;589
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2002;479
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2001;375
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;2000;309
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;1999;269
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Ambos sexos;1998;243
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2020;945
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2019;825
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2018;718
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2017;643
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2016;546
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2015;505
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2014;494
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2013;532
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2012;500
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2011;455
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2010;423
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2009;398
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2008;361
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2007;337
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2006;365
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2005;322
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2004;277
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2003;236
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2002;201
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2001;160
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;2000;140
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;1999;127
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Hombres;1998;120
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2020;1.458
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2019;1.221
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2018;1.062
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2017;889
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2016;810
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2015;739
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2014;709
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2013;752
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2012;733
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2011;677
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2010;625
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2009;595
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2008;560
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2007;485
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2006;571
NAVARRA, COMUNIDAD FORAL DE;65 y más;Extranjeros;Mujeres;2005;487
