Fecha;Unidad;COD_CCAA;CCAA;Cod_Provincia;Provincia;TOTAL_CAMAS;OCUPADAS_COVID19;OCUPADAS_NO_COVID19
28/04/2021;Hospitalización convencional;2;ARAGÓN;44;Teruel;404;6;245
28/04/2021;Hospitalización convencional;4;ISLAS BALEARES;7;Balears, Illes;3024;38;2206
28/04/2021;Hospitalización convencional;12;GALICIA;27;Lugo;1128;12;690
28/04/2021;U. Críticas CON respirador;1;ANDALUCÍA;41;Sevilla;306;84;102
28/04/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;37;Salamanca;68;13;36
28/04/2021;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;274;17;90
28/04/2021;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;80;1;7
29/04/2021;Hospitalización convencional;1;ANDALUCÍA;23;Jaén;1178;113;568
29/04/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;40;Segovia;27;13;3
29/04/2021;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;293;15;116
29/04/2021;U. Críticas CON respirador;16;PAÍS VASCO;1;Araba/Álava;74;28;13
29/04/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;34;Palencia;0;0;0
30/04/2021;Hospitalización convencional;3;ASTURIAS;33;Asturias;3147;152;2074
30/04/2021;U. Críticas CON respirador;9;CATALUÑA;25;Lleida;50;30;9
30/04/2021;U. Críticas SIN respirador;1;ANDALUCÍA;21;Huelva;30;0;1
30/04/2021;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;45;Toledo;18;0;9
01/05/2021;Hospitalización convencional;1;ANDALUCÍA;11;Cádiz;2545;91;1497
01/05/2021;Hospitalización convencional;9;CATALUÑA;8;Barcelona;17970;1025;13956
01/05/2021;U. Críticas CON respirador;1;ANDALUCÍA;21;Huelva;43;10;17
01/05/2021;U. Críticas SIN respirador;1;ANDALUCÍA;18;Granada;19;0;9
01/05/2021;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;7;5;0
02/05/2021;Hospitalización convencional;6;CANTABRIA;39;Cantabria;1399;92;910
02/05/2021;Hospitalización convencional;8;CASTILLA LA MANCHA;13;Ciudad Real;1296;83;783
02/05/2021;Hospitalización convencional;9;CATALUÑA;25;Lleida;817;90;526
02/05/2021;Hospitalización convencional;12;GALICIA;15;Coruña, A;3237;81;2214
02/05/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;42;Soria;17;9;4
02/05/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;37;Salamanca;5;0;0
02/05/2021;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;2;Albacete;37;1;28
02/05/2021;U. Críticas SIN respirador;14;MURCIA;30;Murcia;183;2;21
03/05/2021;Hospitalización convencional;1;ANDALUCÍA;18;Granada;2156;259;1102
03/05/2021;Hospitalización convencional;1;ANDALUCÍA;29;Málaga;3030;120;1912
03/05/2021;Hospitalización convencional;11;EXTREMADURA;10;Cáceres;1010;20;612
03/05/2021;Hospitalización convencional;12;GALICIA;32;Ourense;966;20;662
03/05/2021;U. Críticas CON respirador;16;PAÍS VASCO;1;Araba/Álava;74;27;14
03/05/2021;U. Críticas SIN respirador;1;ANDALUCÍA;11;Cádiz;36;4;2
03/05/2021;U. Críticas SIN respirador;2;ARAGÓN;50;Zaragoza;19;0;5
03/05/2021;U. Críticas SIN respirador;4;ISLAS BALEARES;7;Balears, Illes;51;1;19
03/05/2021;U. Críticas SIN respirador;9;CATALUÑA;8;Barcelona;252;62;109
03/05/2021;U. Críticas SIN respirador;16;PAÍS VASCO;1;Araba/Álava;8;0;8
04/05/2021;Hospitalización convencional;2;ARAGÓN;22;Huesca;574;33;347
04/05/2021;Hospitalización convencional;8;CASTILLA LA MANCHA;45;Toledo;1641;205;936
04/05/2021;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;2448;302;1577
04/05/2021;U. Críticas CON respirador;1;ANDALUCÍA;11;Cádiz;210;28;58
04/05/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;24;León;100;23;29
04/05/2021;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;85;14;34
28/12/2020;Hospitalización convencional;2;ARAGÓN;50;Zaragoza;2932;222;1526
28/12/2020;Hospitalización convencional;12;GALICIA;27;Lugo;981;32;447
28/12/2020;U. Críticas CON respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;175;34;53
28/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;34;Palencia;40;16;5
28/12/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;19;Guadalajara;38;14;7
28/12/2020;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;37;Salamanca;5;0;0
28/12/2020;U. Críticas SIN respirador;9;CATALUÑA;43;Tarragona;21;2;19
28/12/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;72;0;12
28/12/2020;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0
29/12/2020;Hospitalización convencional;1;ANDALUCÍA;14;Córdoba;1552;101;741
29/12/2020;Hospitalización convencional;1;ANDALUCÍA;21;Huelva;874;37;416
29/12/2020;Hospitalización convencional;8;CASTILLA LA MANCHA;45;Toledo;1410;209;702
29/12/2020;U. Críticas CON respirador;3;ASTURIAS;33;Asturias;272;64;39
29/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;42;Soria;17;6;4
29/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;49;Zamora;19;8;0
29/12/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;13;Ciudad Real;95;29;20
29/12/2020;U. Críticas CON respirador;16;PAÍS VASCO;1;Araba/Álava;75;16;15
29/12/2020;U. Críticas CON respirador;18;CEUTA;51;Ceuta;17;0;0
29/12/2020;U. Críticas SIN respirador;19;MELILLA;52;Melilla;2;0;0
30/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;5;Ávila;18;4;2
30/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;34;Palencia;40;18;4
30/12/2020;U. Críticas CON respirador;11;EXTREMADURA;6;Badajoz;130;19;24
30/12/2020;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;2;10
31/12/2020;Hospitalización convencional;6;CANTABRIA;39;Cantabria;1488;74;688
31/12/2020;U. Críticas CON respirador;7;CASTILLA Y LEÓN;42;Soria;17;5;5
31/12/2020;U. Críticas CON respirador;8;CASTILLA LA MANCHA;16;Cuenca;30;3;4
31/12/2020;U. Críticas CON respirador;16;PAÍS VASCO;1;Araba/Álava;75;15;15
31/12/2020;U. Críticas SIN respirador;9;CATALUÑA;8;Barcelona;206;55;87
31/12/2020;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;2;0;0
01/01/2021;Hospitalización convencional;8;CASTILLA LA MANCHA;2;Albacete;979;105;405
01/01/2021;Hospitalización convencional;12;GALICIA;36;Pontevedra;2315;86;1055
01/01/2021;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1407;116;793
01/01/2021;U. Críticas CON respirador;5;ISLAS CANARIAS;35;Palmas, Las;213;18;82
01/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;24;León;93;25;27
01/01/2021;U. Críticas CON respirador;11;EXTREMADURA;6;Badajoz;130;20;26
01/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;41;Sevilla;78;0;22
02/01/2021;Hospitalización convencional;16;PAÍS VASCO;48;Bizkaia;2000;183;1160
02/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;18;Granada;192;47;39
02/01/2021;U. Críticas SIN respirador;2;ARAGÓN;50;Zaragoza;17;0;3
03/01/2021;Hospitalización convencional;2;ARAGÓN;44;Teruel;404;44;172
03/01/2021;Hospitalización convencional;4;ISLAS BALEARES;7;Balears, Illes;3003;326;1574
03/01/2021;Hospitalización convencional;5;ISLAS CANARIAS;35;Palmas, Las;2455;66;1691
03/01/2021;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;88;28;23
03/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;29;Málaga;122;2;7
04/01/2021;Hospitalización convencional;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2530;164;1586
04/01/2021;Hospitalización convencional;16;PAÍS VASCO;1;Araba/Álava;597;71;347
04/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;41;Sevilla;233;30;73
04/01/2021;U. Críticas CON respirador;8;CASTILLA LA MANCHA;45;Toledo;92;27;18
04/01/2021;U. Críticas SIN respirador;12;GALICIA;15;Coruña, A;111;0;3
04/01/2021;U. Críticas SIN respirador;12;GALICIA;27;Lugo;7;0;0
05/01/2021;Hospitalización convencional;1;ANDALUCÍA;4;Almería;1278;73;631
05/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;42;Soria;260;11;151
05/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;37;Salamanca;80;7;36
05/01/2021;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;86;26;25
05/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;21;Huelva;32;0;4
05/01/2021;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;59;1;1
06/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;5;Ávila;378;25;217
06/01/2021;Hospitalización convencional;13;MADRID;28;Madrid;15270;2023;9568
06/01/2021;Hospitalización convencional;19;MELILLA;52;Melilla;165;12;51
06/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;41;Sevilla;244;34;73
06/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;9;Burgos;72;16;15
06/01/2021;U. Críticas CON respirador;9;CATALUÑA;25;Lleida;32;13;9
07/01/2021;Hospitalización convencional;18;CEUTA;51;Ceuta;182;6;57
04/05/2021;U. Críticas SIN respirador;1;ANDALUCÍA;23;Jaén;67;1;8
04/05/2021;U. Críticas SIN respirador;1;ANDALUCÍA;41;Sevilla;74;0;34
05/05/2021;Hospitalización convencional;1;ANDALUCÍA;4;Almería;1305;64;768
05/05/2021;Hospitalización convencional;2;ARAGÓN;50;Zaragoza;3013;263;1970
05/05/2021;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1324;33;900
05/05/2021;Hospitalización convencional;12;GALICIA;27;Lugo;1128;6;681
05/05/2021;Hospitalización convencional;19;MELILLA;52;Melilla;165;16;66
05/05/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;37;Salamanca;68;11;39
05/05/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;49;Zamora;19;4;3
05/05/2021;U. Críticas CON respirador;12;GALICIA;15;Coruña, A;254;15;99
05/05/2021;U. Críticas SIN respirador;6;CANTABRIA;39;Cantabria;22;0;8
05/05/2021;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;19;Guadalajara;10;2;0
06/05/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;9;Burgos;1083;71;669
06/05/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;42;Soria;287;8;173
06/05/2021;U. Críticas CON respirador;9;CATALUÑA;8;Barcelona;896;305;417
06/05/2021;U. Críticas CON respirador;9;CATALUÑA;17;Girona;70;34;24
06/05/2021;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;292;12;105
06/05/2021;U. Críticas SIN respirador;11;EXTREMADURA;6;Badajoz;18;0;0
06/05/2021;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;59;0;2
06/05/2021;U. Críticas SIN respirador;13;MADRID;28;Madrid;130;0;20
07/05/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;5;Ávila;359;11;228
07/05/2021;U. Críticas CON respirador;2;ARAGÓN;22;Huesca;23;11;2
07/05/2021;U. Críticas CON respirador;8;CASTILLA LA MANCHA;2;Albacete;41;5;4
07/05/2021;U. Críticas SIN respirador;1;ANDALUCÍA;21;Huelva;30;0;2
07/05/2021;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0
07/05/2021;U. Críticas SIN respirador;19;MELILLA;52;Melilla;2;0;0
08/05/2021;Hospitalización convencional;5;ISLAS CANARIAS;35;Palmas, Las;2487;63;1655
08/05/2021;U. Críticas CON respirador;4;ISLAS BALEARES;7;Balears, Illes;225;26;84
08/05/2021;U. Críticas CON respirador;11;EXTREMADURA;10;Cáceres;59;7;16
08/05/2021;U. Críticas CON respirador;12;GALICIA;27;Lugo;89;0;28
09/05/2021;Hospitalización convencional;9;CATALUÑA;25;Lleida;1071;76;761
09/05/2021;U. Críticas CON respirador;1;ANDALUCÍA;23;Jaén;97;19;25
09/05/2021;U. Críticas CON respirador;3;ASTURIAS;33;Asturias;269;43;53
09/05/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;42;Soria;17;7;3
09/05/2021;U. Críticas SIN respirador;3;ASTURIAS;33;Asturias;48;0;6
09/05/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;42;Soria;0;0;0
09/05/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;49;Zamora;0;0;0
07/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;40;Segovia;25;10;5
07/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;14;Córdoba;57;0;1
07/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;21;Huelva;32;0;2
07/01/2021;U. Críticas SIN respirador;2;ARAGÓN;44;Teruel;0;0;0
07/01/2021;U. Críticas SIN respirador;3;ASTURIAS;33;Asturias;50;0;3
07/01/2021;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;13;Ciudad Real;6;0;4
07/01/2021;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;59;0;2
08/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;5;Ávila;385;29;201
08/01/2021;Hospitalización convencional;9;CATALUÑA;25;Lleida;997;123;631
08/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;21;Huelva;41;13;11
08/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;23;Jaén;78;21;18
08/01/2021;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;328;128;86
09/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;37;Salamanca;718;35;442
09/01/2021;Hospitalización convencional;17;LA RIOJA;26;Rioja, La;750;75;448
09/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;40;Segovia;25;11;6
09/01/2021;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;119;26;35
09/01/2021;U. Críticas SIN respirador;2;ARAGÓN;44;Teruel;0;0;0
09/01/2021;U. Críticas SIN respirador;3;ASTURIAS;33;Asturias;50;0;6
09/01/2021;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;13;Ciudad Real;6;0;3
09/01/2021;U. Críticas SIN respirador;16;PAÍS VASCO;1;Araba/Álava;8;0;0
10/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;24;León;1432;92;801
10/01/2021;Hospitalización convencional;9;CATALUÑA;8;Barcelona;17693;2583;11868
10/01/2021;Hospitalización convencional;9;CATALUÑA;43;Tarragona;2610;441;1486
10/01/2021;Hospitalización convencional;12;GALICIA;27;Lugo;981;9;515
10/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;47;Valladolid;126;41;48
10/01/2021;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;2;Albacete;40;11;14
10/01/2021;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;10;4;3
11/01/2021;Hospitalización convencional;1;ANDALUCÍA;11;Cádiz;2554;260;1500
11/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;40;Segovia;325;59;161
11/01/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;34;Palencia;0;0;0
11/01/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;42;Soria;0;0;0
11/01/2021;U. Críticas SIN respirador;17;LA RIOJA;26;Rioja, La;4;0;0
11/01/2021;U. Críticas SIN respirador;19;MELILLA;52;Melilla;2;0;0
12/01/2021;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1326;214;633
12/01/2021;U. Críticas CON respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;179;33;68
12/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;47;Valladolid;126;44;52
12/01/2021;U. Críticas SIN respirador;4;ISLAS BALEARES;7;Balears, Illes;51;7;14
12/01/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;24;León;0;0;0
12/01/2021;U. Críticas SIN respirador;9;CATALUÑA;43;Tarragona;23;3;20
12/01/2021;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0
13/01/2021;Hospitalización convencional;1;ANDALUCÍA;23;Jaén;1174;156;594
13/01/2021;Hospitalización convencional;1;ANDALUCÍA;29;Málaga;2866;409;1831
13/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;4;Almería;122;44;8
13/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;14;Córdoba;102;28;28
13/01/2021;U. Críticas CON respirador;4;ISLAS BALEARES;7;Balears, Illes;256;113;63
13/01/2021;U. Críticas CON respirador;8;CASTILLA LA MANCHA;2;Albacete;52;25;13
13/01/2021;U. Críticas CON respirador;12;GALICIA;36;Pontevedra;176;33;57
13/01/2021;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;119;30;41
13/01/2021;U. Críticas CON respirador;18;CEUTA;51;Ceuta;17;2;4
13/01/2021;U. Críticas SIN respirador;14;MURCIA;30;Murcia;181;32;19
14/01/2021;Hospitalización convencional;12;GALICIA;27;Lugo;1124;28;641
14/01/2021;U. Críticas CON respirador;14;MURCIA;30;Murcia;285;69;86
14/01/2021;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;215;31;105
14/01/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;24;León;0;0;0
14/01/2021;U. Críticas SIN respirador;18;CEUTA;51;Ceuta;0;0;0
15/01/2021;Hospitalización convencional;1;ANDALUCÍA;23;Jaén;1174;176;541
15/01/2021;U. Críticas CON respirador;3;ASTURIAS;33;Asturias;272;62;44
15/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;42;Soria;17;6;5
15/01/2021;U. Críticas CON respirador;15;NAVARRA;31;Navarra;111;15;55
15/01/2021;U. Críticas CON respirador;16;PAÍS VASCO;1;Araba/Álava;74;13;18
15/01/2021;U. Críticas SIN respirador;9;CATALUÑA;17;Girona;0;0;0
15/01/2021;U. Críticas SIN respirador;19;MELILLA;52;Melilla;2;0;0
16/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;5;Ávila;18;7;1
16/01/2021;U. Críticas CON respirador;12;GALICIA;32;Ourense;51;8;9
16/01/2021;U. Críticas CON respirador;19;MELILLA;52;Melilla;15;3;2
16/01/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;37;Salamanca;5;0;0
16/01/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;40;Segovia;4;0;0
16/01/2021;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;46;Valencia/València;72;1;11
17/01/2021;Hospitalización convencional;1;ANDALUCÍA;14;Córdoba;1552;223;803
17/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;47;Valladolid;1347;263;773
17/01/2021;U. Críticas CON respirador;16;PAÍS VASCO;1;Araba/Álava;74;14;18
17/01/2021;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;45;Toledo;20;5;10
17/01/2021;U. Críticas SIN respirador;9;CATALUÑA;8;Barcelona;273;91;107
17/01/2021;U. Críticas SIN respirador;9;CATALUÑA;17;Girona;0;0;0
17/01/2021;U. Críticas SIN respirador;9;CATALUÑA;25;Lleida;36;23;8
18/01/2021;Hospitalización convencional;16;PAÍS VASCO;20;Gipuzkoa;1531;168;943
18/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;24;León;93;30;22
18/01/2021;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;92;37;25
18/01/2021;U. Críticas CON respirador;11;EXTREMADURA;6;Badajoz;130;47;29
18/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;29;Málaga;122;4;15
18/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;41;Sevilla;83;2;29
18/01/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;9;Burgos;21;10;1
19/01/2021;Hospitalización convencional;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;2522;107;1756
19/01/2021;Hospitalización convencional;6;CANTABRIA;39;Cantabria;1488;169;818
19/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;47;Valladolid;1337;323;780
19/01/2021;Hospitalización convencional;8;CASTILLA LA MANCHA;19;Guadalajara;353;96;224
19/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;11;Cádiz;188;66;36
19/01/2021;U. Críticas CON respirador;8;CASTILLA LA MANCHA;16;Cuenca;30;3;3
19/01/2021;U. Críticas SIN respirador;2;ARAGÓN;50;Zaragoza;19;0;9
19/01/2021;U. Críticas SIN respirador;9;CATALUÑA;25;Lleida;31;18;8
19/01/2021;U. Críticas SIN respirador;12;GALICIA;27;Lugo;7;0;0
20/01/2021;Hospitalización convencional;1;ANDALUCÍA;4;Almería;1307;232;626
20/01/2021;Hospitalización convencional;12;GALICIA;32;Ourense;1070;120;720
20/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;37;Salamanca;80;26;22
20/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;18;Granada;19;0;9
20/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;23;Jaén;64;2;5
20/01/2021;U. Críticas SIN respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;75;35;14
21/01/2021;Hospitalización convencional;13;MADRID;28;Madrid;16518;3923;10179
21/01/2021;Hospitalización convencional;14;MURCIA;30;Murcia;3534;866;1719
21/01/2021;Hospitalización convencional;16;PAÍS VASCO;1;Araba/Álava;633;71;453
21/01/2021;Hospitalización convencional;19;MELILLA;52;Melilla;165;25;67
21/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;29;Málaga;258;78;66
21/01/2021;U. Críticas CON respirador;2;ARAGÓN;22;Huesca;29;8;3
21/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;9;Burgos;82;16;16
21/01/2021;U. Críticas CON respirador;9;CATALUÑA;8;Barcelona;924;476;310
21/01/2021;U. Críticas CON respirador;9;CATALUÑA;17;Girona;78;48;16
22/01/2021;Hospitalización convencional;2;ARAGÓN;44;Teruel;404;101;165
22/01/2021;Hospitalización convencional;18;CEUTA;51;Ceuta;183;26;68
22/01/2021;U. Críticas CON respirador;2;ARAGÓN;50;Zaragoza;180;63;59
22/01/2021;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;112;52;19
22/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;14;Córdoba;61;5;7
22/01/2021;U. Críticas SIN respirador;2;ARAGÓN;44;Teruel;0;0;0
22/01/2021;U. Críticas SIN respirador;12;GALICIA;36;Pontevedra;59;0;0
23/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;34;Palencia;446;150;123
23/01/2021;Hospitalización convencional;13;MADRID;28;Madrid;16484;3986;9553
23/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;29;Málaga;258;82;59
23/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;9;Burgos;82;18;16
23/01/2021;U. Críticas CON respirador;9;CATALUÑA;8;Barcelona;950;486;290
23/01/2021;U. Críticas CON respirador;9;CATALUÑA;25;Lleida;42;30;9
24/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;37;Salamanca;827;247;416
24/01/2021;Hospitalización convencional;10;COMUNIDAD VALENCIANA;46;Valencia/València;5240;2222;2158
24/01/2021;U. Críticas SIN respirador;1;ANDALUCÍA;14;Córdoba;61;4;5
24/01/2021;U. Críticas SIN respirador;3;ASTURIAS;33;Asturias;50;0;2
25/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;5;Ávila;417;150;175
25/01/2021;Hospitalización convencional;9;CATALUÑA;43;Tarragona;2605;534;1425
25/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;23;Jaén;82;35;23
25/01/2021;U. Críticas CON respirador;10;COMUNIDAD VALENCIANA;3;Alicante/Alacant;408;288;52
25/01/2021;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;2;Albacete;40;17;16
25/01/2021;U. Críticas SIN respirador;11;EXTREMADURA;10;Cáceres;10;6;2
26/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;37;Salamanca;840;276;303
26/01/2021;Hospitalización convencional;7;CASTILLA Y LEÓN;40;Segovia;341;138;136
26/01/2021;U. Críticas CON respirador;16;PAÍS VASCO;20;Gipuzkoa;119;40;39
26/01/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;42;Soria;0;0;0
26/01/2021;U. Críticas SIN respirador;8;CASTILLA LA MANCHA;13;Ciudad Real;9;6;1
27/01/2021;Hospitalización convencional;2;ARAGÓN;50;Zaragoza;2973;494;1709
27/01/2021;Hospitalización convencional;9;CATALUÑA;8;Barcelona;18053;3450;11906
27/01/2021;Hospitalización convencional;9;CATALUÑA;17;Girona;2152;260;1336
27/01/2021;Hospitalización convencional;9;CATALUÑA;43;Tarragona;2622;526;1462
27/01/2021;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1466;424;569
27/01/2021;U. Críticas SIN respirador;4;ISLAS BALEARES;7;Balears, Illes;51;11;15
27/01/2021;U. Críticas SIN respirador;16;PAÍS VASCO;20;Gipuzkoa;0;0;0
28/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;4;Almería;132;91;3
28/01/2021;U. Críticas CON respirador;1;ANDALUCÍA;14;Córdoba;114;64;27
28/01/2021;U. Críticas SIN respirador;5;ISLAS CANARIAS;38;Santa Cruz de Tenerife;17;0;10
28/01/2021;U. Críticas SIN respirador;13;MADRID;28;Madrid;134;0;21
28/01/2021;U. Críticas SIN respirador;14;MURCIA;30;Murcia;188;34;26
28/01/2021;U. Críticas SIN respirador;16;PAÍS VASCO;1;Araba/Álava;8;0;0
29/01/2021;Hospitalización convencional;10;COMUNIDAD VALENCIANA;12;Castellón/Castelló;1451;409;523
29/01/2021;Hospitalización convencional;12;GALICIA;27;Lugo;1124;54;571
29/01/2021;U. Críticas CON respirador;6;CANTABRIA;39;Cantabria;108;35;33
29/01/2021;U. Críticas CON respirador;14;MURCIA;30;Murcia;301;133;66
29/01/2021;U. Críticas CON respirador;16;PAÍS VASCO;48;Bizkaia;232;73;84
29/01/2021;U. Críticas SIN respirador;9;CATALUÑA;43;Tarragona;16;2;14
30/01/2021;Hospitalización convencional;2;ARAGÓN;22;Huesca;592;47;324
30/01/2021;Hospitalización convencional;8;CASTILLA LA MANCHA;45;Toledo;1688;618;613
30/01/2021;U. Críticas CON respirador;8;CASTILLA LA MANCHA;13;Ciudad Real;132;71;12
30/01/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;34;Palencia;0;0;0
30/01/2021;U. Críticas SIN respirador;19;MELILLA;52;Melilla;2;0;0
31/01/2021;U. Críticas CON respirador;7;CASTILLA Y LEÓN;34;Palencia;40;27;3
31/01/2021;U. Críticas CON respirador;8;CASTILLA LA MANCHA;19;Guadalajara;38;29;3
31/01/2021;U. Críticas SIN respirador;7;CASTILLA Y LEÓN;24;León;0;0;0
