CCN;CODCNH;Nombre Centro;Tipo Vía;Nombre Vía;Número Vía;Teléfono Principal;Cód. Municipio;Municipio;Cód. Provincia;Provincia;Cód. CCAA;CCAA;Código Postal;CAMAS;Cód. Clase de Centro;Clase de Centro;Cód. Dep. Funcional;Dependencia Funcional;Forma parte Complejo;CODIDCOM;Nombre del Complejo;ALTA;Email
1328000067;281090;HOSPITAL UNIVERSITARIO HM MONTEPRINCIPE;Avenida;De Monteprincipe;25;917089900;280225;Boadilla del Monte;28;Madrid;13;Madrid, Comunidad de;28660;170;C11;Hospitales Generales;20;Privados;N;;;N;
1328000078;281225;HOSPITAL UNIVERSITARIO HM SANCHINARRO;Calle;De Oña;10;917567800;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28050;198;C11;Hospitales Generales;20;Privados;N;;;N;
1046000325;460023;HOSPITAL UNIVERSITARIO DR. PESET ALEIXANDRE;Avenida;Gaspar Aguilar;90;961622300;462508;València;46;Valencia/València;10;Comunitat Valenciana;46017;539;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1531000733;310060;CLINICA UNIVERSIDAD DE NAVARRA;Avenida;Pio Xii;36 -;948255400;312016;Pamplona/Iruña;31;Navarra;15;Navarra, Comunidad Foral de;31008;241;C11;Hospitales Generales;20;Privados;N;;;N;
1648000008;480097;CLINICA VIRGEN BLANCA;Calle;Maestro Mendiri;2;944127011;480209;Bilbao;48;Bizkaia;16;País Vasco;48006;74;C11;Hospitales Generales;20;Privados;N;;;N;
1601000003;010040;HOSPITAL VITHAS SAN JOSE;Calle;Beato Tomas De Zumarraga, Calle/Kalea;10;945140900;010590;Vitoria-Gasteiz;01;Araba/Álava;16;País Vasco;01008;63;C11;Hospitales Generales;20;Privados;N;;;N;
1601000510;010090;HOSPITAL UNIVERSITARIO ARABA (SEDE TXAGORRITXU Y SEDE SANTIAGO);Calle;Jose Achotegui, Calle/Kalea;S/N;945007000;010590;Vitoria-Gasteiz;01;Araba/Álava;16;País Vasco;01009;811;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0111000286;110259;HOSPITAL PUNTA DE EUROPA;Carretera;Getares;S/N;956025000;110048;Algeciras;11;Cádiz;01;Andalucía;11207;327;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0111000291;110184;HOSPITAL UNIVERSITARIO DE PUERTO REAL;Carretera;Nacional Iv, Km. 665;S/N;956005147;110282;Puerto Real;11;Cádiz;01;Andalucía;11510;319;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0114000535;140121;HOSPITAL  VALLE DE LOS PEDROCHES;Calle;Juan Del Rey Calero;S/N;957026306;140543;Pozoblanco;14;Córdoba;01;Andalucía;14400;124;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1003000135;030067;HOSPITAL VIRGEN DE LOS LIRIOS;Calle;Caramanxel;S/N;965537400;030092;Alcoy/Alcoi;03;Alicante/Alacant;10;Comunitat Valenciana;03804;305;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1003000200;030165;HOSPITAL GENERAL UNIVERSITARIO DE ELDA-VIRGEN DE LA SALUD;Carretera;Sax;S/N;966989000;030664;Elda;03;Alicante/Alacant;10;Comunitat Valenciana;03600;513;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0123000213;230079;HOSPITAL  SAN AGUSTIN;Avenida;San Cristobal;S/N;953024200;230559;Linares;23;Jaén;01;Andalucía;23700;204;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0129001077;290206;HOSPITAL DE LA AXARQUIA;Avenida;Del Sol;43;951067010;290944;Vélez-Málaga;29;Málaga;01;Andalucía;29740;197;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0407000010;070184;HOSPITAL CAN MISSES;Calle;Corona;S/N;971397054;070260;Eivissa;07;Balears, Illes;04;Balears, Illes;07800;245;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0407000001;070309;HOSPITAL  DE MANACOR;Carretera;Manacor - Alcudia;S/N;971847000;070337;Manacor;07;Balears, Illes;04;Balears, Illes;07500;224;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0407001617;070333;HOSPITAL SON LLATZER;Carretera;Manacor;KM. 4;871202000;070407;Palma;07;Balears, Illes;04;Balears, Illes;07198;419;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0407000411;070377;HOSPITAL COMARCAL D´INCA;Carretera;Vella De Llubi;S/N;971888514;070276;Inca;07;Balears, Illes;04;Balears, Illes;07300;165;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0407000423;070388;HOSPITAL MATEU ORFILA;Ronda;Malbuger;1;971487000;070321;Maó-Mahón;07;Balears, Illes;04;Balears, Illes;07703;142;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0407000872;070399;HOSPITAL UNIVERSITARI SON ESPASES;Carretera;Valldemossa;79;871205000;070407;Palma;07;Balears, Illes;04;Balears, Illes;07120;839;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0407001647;070412;HOSPITAL DE LLEVANT;Calle;Escamarla;6;971822400;070337;Manacor;07;Balears, Illes;04;Balears, Illes;07680;70;C11;Hospitales Generales;20;Privados;N;;;N;
0222000005;220089;HOSPITAL DE JACA SALUD;Carretera;Rapitan;S/N;974355331;221301;Jaca;22;Huesca;02;Aragón;22700;50;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0244000001;440048;HOSPITAL DE ALCAÑIZ;Calle;Doctor Repolles;2;978830100;440131;Alcañiz;44;Teruel;02;Aragón;44600;131;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0244000002;440012;HOSPITAL OBISPO POLANCO;Avenida;Ruiz Jarabo;S/N;978654000;442160;Teruel;44;Teruel;02;Aragón;44002;215;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0250000082;500153;HOSPITAL ERNEST LLUCH MARTIN;Carretera;Sagunto Burgos;KM 254;976880964;500671;Calatayud;50;Zaragoza;02;Aragón;50300;122;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0250004610;500140;HOSPITAL GENERAL DE LA DEFENSA EN ZARAGOZA;Calle;Via Iberica 1-15;1-15;976567710;502973;Zaragoza;50;Zaragoza;02;Aragón;50009;200;C11;Hospitales Generales;7;Ministerio de Defensa;N;;;N;
0333001050;330138;HOSPITAL CARMEN Y SEVERO OCHOA;Calle;Sienra;11;985812346;330117;Cangas del Narcea;33;Asturias;03;Asturias, Principado de;33800;103;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0333001052;330241;HOSPITAL VALLE DEL NALON;Poligono;De Riaño;S/N;985652000;330313;Langreo;33;Asturias;03;Asturias, Principado de;33920;223;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0333002574;330306;HOSPITAL DEL ORIENTE DE ASTURIAS FRANCISCO GRANDE COVIAN;Urbanizacion;Castañera;S/N;985840032;330450;Parres;33;Asturias;03;Asturias, Principado de;33540;90;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0333002777;330100;HOSPITAL UNIVERSITARIO SAN AGUSTIN;Camino;De Heros;6;985123000;330045;Avilés;33;Asturias;03;Asturias, Principado de;33401;436;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0333002780;330156;HOSPITAL UNIVERSITARIO DE CABUEÑES;Calle;Los Prados;395;985185000;330241;Gijón;33;Asturias;03;Asturias, Principado de;33203;457;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0333005240;330292;HOSPITAL UNIVERSITARIO CENTRAL DE ASTURIAS;Avenida;De Roma;S/N;985108000;330447;Oviedo;33;Asturias;03;Asturias, Principado de;33011;991;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0813000595;130127;HOSPITAL GENERAL DE CIUDAD REAL;Calle;Obispo Rafael Torija;S/N;926278000;130343;Ciudad Real;13;Ciudad Real;08;Castilla - La Mancha;13005;564;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0816000170;160014;HOSPITAL VIRGEN DE LA LUZ;Calle;Hermandad Donantes De Sangre;1;969179900;160783;Cuenca;16;Cuenca;08;Castilla - La Mancha;16002;388;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
0819000009;190019;HOSPITAL UNIVERSITARIO DE GUADALAJARA;Avenida;Donantes De Sangre;S/N;949209200;191305;Guadalajara;19;Guadalajara;08;Castilla - La Mancha;19002;432;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1215000172;150011;COMPLEXO HOSPITALARIO UNIVERSITARIO A CORUÑA;Lugar;Jubias De Arriba;84;981178000;150308;Coruña, A;15;Coruña, A;12;Galicia;15006;1341;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1215000177;150130;COMPLEXO HOSPITALARIO UNIVERSITARIO DE FERROL;Avenida;Residencia;S/N;981334000;150367;Ferrol;15;Coruña, A;12;Galicia;15405;457;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1215000179;150200;COMPLEXO HOSPITALARIO UNIVERSITARIO DE SANTIAGO;Calle;Choupana (Da);S/N;981950000;150780;Santiago de Compostela;15;Coruña, A;12;Galicia;15706;1395;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1215000182;150336;HOSPITAL PUBLICO DA BARBANZA;Lugar;Salmon;S/N;981835985;150737;Ribeira;15;Coruña, A;12;Galicia;15993;81;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1215000183;150341;HOSPITAL PUBLICO VIRXE DA XUNQUEIRA;Paseo;Alcalde Pepe Sanchez;7;981706010;150238;Cee;15;Coruña, A;12;Galicia;15270;74;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1620000009;200245;HOSPITAL DE ZUMARRAGA (OSI GOIERRI - ALTO UROLA);Grupo;Argixao;S/N;943035000;200809;Zumarraga;20;Gipuzkoa;16;País Vasco;20700;128;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1620000010;200261;HOSPITAL UNIVERSITARIO DONOSTIA;Paseo;Doctor Jose Begiristain;109;943007060;200697;Donostia-San Sebastián;20;Gipuzkoa;16;País Vasco;20014;1054;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1227000093;270018;COMPLEXO HOSPITALARIO UNIVERSITARIO DE LUGO;Calle;Ulises Romero;1;982296000;270288;Lugo;27;Lugo;12;Galicia;27003;848;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1227000094;270095;HOSPITAL PUBLICO DA MARIÑA;Calle;Medico Vior;S/N;982589901;279024;Burela;27;Lugo;12;Galicia;27880;139;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000039;280029;HOSPITAL UNIVERSITARIO RAMON Y CAJAL;Carretera;De Colmenar Viejo;KM.9,1;913368000;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28034;901;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000017;280035;HOSPITAL UNIVERSITARIO 12 DE OCTUBRE;Avenida;De Cordoba;S/N;913908000;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28041;1196;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000023;280127;HOSPITAL UNIVERSITARIO DE LA PRINCESA;Calle;De Diego De Leon;62;915202200;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28006;524;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328019438;280724;HOSPITAL CENTRAL DE LA DEFENSA EN MADRID;Glorieta;Del Ejercito S/N;S/N;914222000;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28047;475;C11;Hospitales Generales;7;Ministerio de Defensa;N;;;N;
1328000034;280745;HOSPITAL UNIVERSITARIO PRINCIPE DE ASTURIAS;Carretera;De Meco;S/N;918878100;280053;Alcalá de Henares;28;Madrid;13;Madrid, Comunidad de;28805;507;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000062;280989;HOSPITAL UNIVERSITARIO DE GETAFE;Carretera;De Madrid-Toledo;KM.12,500;916839360;280650;Getafe;28;Madrid;13;Madrid, Comunidad de;28905;510;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000071;281146;HOSPITAL UNIVERSITARIO DE FUENLABRADA;Camino;Del Molino;2;916006000;280587;Fuenlabrada;28;Madrid;13;Madrid, Comunidad de;28942;406;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000080;281236;HOSPITAL UNIVERSITARIO INFANTA ELENA;Avenida;Reyes Catolicos;21;918948410;281610;Valdemoro;28;Madrid;13;Madrid, Comunidad de;28342;158;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000082;281258;HOSPITAL UNIVERSITARIO INFANTA SOFIA;Paseo;Europa;34;911914000;281343;San Sebastián de los Reyes;28;Madrid;13;Madrid, Comunidad de;28702;271;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000081;281269;EMPRESA PUBLICA HOSPITAL DEL HENARES;Avenida;Marie Curie;S/N;911912000;280493;Coslada;28;Madrid;13;Madrid, Comunidad de;28822;243;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000085;281281;HOSPITAL UNIVERSITARIO DEL SURESTE - EMPRESA PUBLICA HOSPTIAL DEL SURESTE;Ronda;Del Sur;10;918394000;280148;Arganda del Rey;28;Madrid;13;Madrid, Comunidad de;28500;132;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000084;281292;HOSPITAL DEL TAJO S.A.;Avenida;Amazonas Central;S/N;918014100;280133;Aranjuez;28;Madrid;13;Madrid, Comunidad de;28300;98;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000083;281304;EMPRESA PUBLICA HOSPITAL DEL SUR HOSPITAL INFANTA CRISTINA;Paseo;Castellana;83;911913000;280796;Madrid;28;Madrid;13;Madrid, Comunidad de;28046;188;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000087;281315;HOSPITAL UNIVERSITARIO PUERTA DE HIERRO MAJADAHONDA;Calle;Manuel De Falla;1;911916000;280800;Majadahonda;28;Madrid;13;Madrid, Comunidad de;28036;613;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000089;281337;HOSPITAL UNIVERSITARIO DE TORREJON;Calle;Mateo Inurria;1;000000000;281489;Torrejón de Ardoz;28;Madrid;13;Madrid, Comunidad de;28850;250;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328000090;281348;HOSPITAL UNIVERSITARIO REY JUAN CARLOS;Calle;Gladiolo;S/N;000000000;280920;Móstoles;28;Madrid;13;Madrid, Comunidad de;28933;364;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1328016665;281359;IDCSALUD VILLALBA, S.A.;Carretera;De Alpedrete;M-608, KM. 41;000000000;280474;Collado Villalba;28;Madrid;13;Madrid, Comunidad de;28400;209;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1046000353;460229;HOSPITAL LLUIS ALCANYIS DE XATIVA;Carretera;Xativa-Silla;KM. 2;962289300;461458;Xàtiva;46;Valencia/València;10;Comunitat Valenciana;46800;273;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1430000060;300011;HOSPITAL CLINICO UNIVERSITARIO VIRGEN DE LA ARRIXACA;Carretera;Madrid-Cartagena;S/N;968369500;300308;Murcia;30;Murcia;14;Murcia, Región de;30120;920;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1430000005;300026;HOSPITAL GENERAL UNIVERSITARIO REINA SOFIA;Avenida;Intendente Jorge Palacios;1;968359000;300308;Murcia;30;Murcia;14;Murcia, Región de;30003;339;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1430000063;300256;HOSPITAL RAFAEL MENDEZ;Carretera;Nacional 340, Km 589;S/N;968445500;300243;Lorca;30;Murcia;14;Murcia, Región de;30817;287;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1430000058;300281;HOSPITAL DE LA VEGA LORENZO GUIRAO;Carretera;De Abaran;S/N;968775550;300196;Cieza;30;Murcia;14;Murcia, Región de;30530;124;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1232000111;320013;COMPLEXO HOSPITALARIO UNIVERSITARIO DE OURENSE;Calle;Ramon Puga;52;988385500;320548;Ourense;32;Ourense;12;Galicia;32005;869;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1236000116;360340;COMPLEXO HOSPITALARIO UNIVERSITARIO DE PONTEVEDRA;Calle;Mourente;S/N;986800000;360388;Pontevedra;36;Pontevedra;12;Galicia;36071;605;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1236000128;360368;COMPLEXO HOSPITALARIO UNIVERSITARIO DE VIGO;Carretera;Clara Campoamor;341;986816000;360577;Vigo;36;Pontevedra;12;Galicia;36312;1273;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1648000005;480078;HOSPITAL UNIVERSITARIO BASURTO;Avenida;Montevideo;16-18;944006000;480209;Bilbao;48;Bizkaia;16;País Vasco;48013;733;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1648000013;480176;HOSPITAL UNIVERSITARIO CRUCES;Plaza;Cruces;12;946006000;480139;Barakaldo;48;Bizkaia;16;País Vasco;48903;912;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;N;;;N;
1648002635;480316;CLINICA IMQ ZORROTZAURRE;Calle;Ballets Olaeta;4;944755000;480209;Bilbao;48;Bizkaia;16;País Vasco;48014;175;C11;Hospitales Generales;20;Privados;N;;;N;
1952000109;520018;HOSPITAL COMARCAL DE MELILLA;Calle;Remonta;S/N;952670000;520018;Melilla;52;Melilla;19;Melilla;52005;168;C11;Hospitales Generales;1;Instituto de Gestión Sanitaria INGESA;N;;;N;
0104000316;040010;Hospital Universitario Torrecardenas;Calle;Paraje Torrecardenas;S/N;950016114;040139;Almería;04;Almería;01;Andalucía;04009;687;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;040097;Hospital Universitario Torrecárdenas;N;
0104000319;040031;HOSPITAL DE  LA CRUZ ROJA DE ALMERIA;Carretera;De Ronda;S/N;950017400;040139;Almería;04;Almería;01;Andalucía;04009;76;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;040097;Hospital Universitario Torrecárdenas;N;anna.torres.sspa@juntadeandalucia.es
0111000289;110327;Hospital Universitario Puerta Del Mar;Avenida;Ana De Viya;21;956002040;110125;Cádiz;11;Cádiz;01;Andalucía;11009;673;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;110012;HOSPITAL UNIVERSITARIO PUERTA DEL MAR;N;gerencia.hpm.sspa@juntadeandalucia.es
0111004473;110305;HOSPITAL SAN CARLOS DE SAN FERNANDO;Paseo;Capitan Conforto;S/N;956002040;110316;San Fernando;11;Cádiz;01;Andalucía;11100;65;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;110012;HOSPITAL UNIVERSITARIO PUERTA DEL MAR;N;gerencia.hpm.sspa@juntadeandalucia.es
0114000530;140230;Hospital Universitario Reina Sofia;Avenida;Menendez Pidal;S/N;957010380;140214;Córdoba;14;Córdoba;01;Andalucía;14004;606;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;140023;Hospital Universitario Reina Sofía;N;gerencia.hrs.sspa@juntadeandalucia.es
0114000531;140060;HOSPITAL PROVINCIAL;Avenida;Menendez Pidal;S/N;957011604;140214;Córdoba;14;Córdoba;01;Andalucía;14004;406;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;140023;Hospital Universitario Reina Sofía;N;
0114000532;140039;HOSPITAL LOS MORALES;Carretera;Los Molares;S/N;957012042;140214;Córdoba;14;Córdoba;01;Andalucía;14012;24;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;140023;Hospital Universitario Reina Sofía;N;
0114000533;140044;HOSPITAL MATERNO - INFANTIL DEL H.U. REINA SOFIA;Avenida;Menendez Pidal;S/N;957010380;140214;Córdoba;14;Córdoba;01;Andalucía;14004;197;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;140023;Hospital Universitario Reina Sofía;N;
0118000556;180016;HOSPITAL UNIVERSITARIO VIRGEN DE LAS NIEVES;Avenida;De Las Fuerzas Armadas;2;958020000;180877;Granada;18;Granada;01;Andalucía;18014;356;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;180114;Hospital Universitario Virgen de las Nieves;N;jluis.martinez.sspa@juntadeandalucia.es
0118000560;180166;HOSPITAL MATERNO-INFANTIL DEL H.U. VIRGEN DE LAS NIEVES;Avenida;De Las Fuerzas Armadas;2;000000000;180877;Granada;18;Granada;01;Andalucía;18014;170;C12;Hospitales especializados;2;Servicios o Institutos de Salud de las comunidades autónomas;S;180114;Hospital Universitario Virgen de las Nieves;N;jlsalce@hvn.sas.junta-andalucia.es
0118004856;180042;HOSPITAL DE NEUROTRAUMATOLOGIA Y REHABILITACION DEL H.U. VIRGEN DE LAS NIEVES;Carretera;De Jaã©N;S/N;958020000;180877;Granada;18;Granada;01;Andalucía;18013;185;C12;Hospitales especializados;2;Servicios o Institutos de Salud de las comunidades autónomas;S;180114;Hospital Universitario Virgen de las Nieves;N;
0121000147;210123;HOSPITAL UNIVERSITARIO JUAN RAMÃ?N JIMÃ?NEZ;Ronda;Exterior Norte;S/N;959016000;210412;Huelva;21;Huelva;01;Andalucía;21005;503;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;210101;Hospital Universitario Juan Ramón Jiménez;N;
0121000149;210031;HOSPITAL VAZQUEZ  DIAZ;Carretera;Sevilla-Huelva;S/N;959014603;210412;Huelva;21;Huelva;01;Andalucía;21005;84;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;210101;Hospital Universitario Juan Ramón Jiménez;N;
0123000208;230011;Hospital Universitario De Jaen;Avenida;Ejercito Espaã?Ol;10;953008010;230503;Jaén;23;Jaén;01;Andalucía;23007;427;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;230119;Hospital Universitario de Jaén;N;
0123000210;230047;HOSPITAL NEUROTRAUMATOLOGICO DEL H.U. DE JAEN;Carretera;Bailen Motril;S/N;953008000;230503;Jaén;23;Jaén;01;Andalucía;23007;193;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;230119;Hospital Universitario de Jaén;N;
0123000211;230026;HOSPITAL DOCTOR  SAGAZ;Carretera;Del Neveral;S/N;953008001;230503;Jaén;23;Jaén;01;Andalucía;23004;56;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;230119;Hospital Universitario de Jaén;N;
0123000212;230151;HOSPITAL MATERNO-INFANTIL DEL H.U. DE JAEN;Avenida;Del Ejercito Espaã?Ol;10;953008000;230503;Jaén;23;Jaén;01;Andalucía;23007;129;C12;Hospitales especializados;2;Servicios o Institutos de Salud de las comunidades autónomas;S;230119;Hospital Universitario de Jaén;N;
0129001068;290017;Hospital Universitario Regional De Malaga;Avenida;Carlos Haya;S/N;951030100;290672;Málaga;29;Málaga;01;Andalucía;29010;514;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;290234;Hospital Universitario Regional de Málaga;N;
0129001070;290265;HOSPITAL MATERNO INFANTIL DEL H.U.R.  DE  MALAGA;Calle;Arroyo De Los Angeles;S/N;951030200;290672;Málaga;29;Málaga;01;Andalucía;29009;336;C12;Hospitales especializados;2;Servicios o Institutos de Salud de las comunidades autónomas;S;290234;Hospital Universitario Regional de Málaga;N;
0129001071;290038;HOSPITAL CIVIL;Plaza;Del Hospital Civil;S/N;951030300;290672;Málaga;29;Málaga;01;Andalucía;29009;199;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;290234;Hospital Universitario Regional de Málaga;N;
0129001073;290022;Hospital Universitario Virgen De La Victoria;Calle;Campus Universitario Teatinos;S/N;951032000;290672;Málaga;29;Málaga;01;Andalucía;29010;540;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;290252;Hospital Universitario Virgen De La Victoria;N;
0129001075;290213;HOSPITAL MARITIMO DE  TORREMOLINOS;Calle;Sanatorio;5;951033735;299018;Torremolinos;29;Málaga;01;Andalucía;29620;89;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;290252;Hospital Universitario Virgen De La Victoria;N;
0129007432;290517;HOSPITAL VALLE DE GUADALHORCE DE CARTAMA;Carretera;Autovia A-357 Mã?Laga - Campiã?A, Km 49;S/N;951291105;290672;Málaga;29;Málaga;01;Andalucía;29570;28;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;290252;Hospital Universitario Virgen De La Victoria;N;
0141000541;410021;Hospital Universitario Virgen De Valme;Avenida;De Bellavista;S/N;955015160;410917;Sevilla;41;Sevilla;01;Andalucía;41014;531;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;410303;Hospital Universitario Virgen De Valme;N;hospitalvalme.sspa@juntadeandalucia.es
0141000543;410227;HOSPITAL EL TOMILLAR;Carretera;Alcala-Dos Hermanas;S/N;000000000;410042;Alcalá de Guadaíra;41;Sevilla;01;Andalucía;41500;86;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;410303;Hospital Universitario Virgen De Valme;N;
0141000544;410042;Hospital Universitario Virgen Macarena;Avenida;Doctor Fedriani;3;955008000;410917;Sevilla;41;Sevilla;01;Andalucía;41009;884;C11;Hospitales Generales;2;Servicios o Institutos de Salud de las comunidades autónomas;S;410299;Hospital Universitario Virgen Macarena;N;secretariadireccionger.hvm.sspa@...
